item,item_ine_id,item_id,item_update,region_name,region_code,is_cronicas,media_associated,media_associated_name,is_featured,url,is_municipios_link,url_municipios
Sant Llorenç des Cardassar,07051,IB0045,14/07/2025,Islas Baleares,IB,FALSE,diariodemallorca,Diario de Mallorca,FALSE,https://www.diariodemallorca.es/mallorca/sant-llorenc-des-cardassar/?utm_campaign=cerca-v1,FALSE,
Santa Eulària,07054,IB0046,14/07/2025,Islas Baleares,IB,TRUE,diariodeibiza,Diario de Ibiza,TRUE,https://www.diariodeibiza.es/pitiuses-balears/santa-eularia/?utm_campaign=cerca-v1,FALSE,
Santa Margalida,07055,IB0047,14/07/2025,Islas Baleares,IB,FALSE,diariodemallorca,Diario de Mallorca,FALSE,,FALSE,
Santa Maria del Camí,07056,IB0048,14/07/2025,Islas Baleares,IB,FALSE,diariodemallorca,Diario de Mallorca,FALSE,https://www.diariodemallorca.es/mallorca/santa-maria-del-cami/?utm_campaign=cerca-v1,FALSE,
Selva,07058,IB0049,14/07/2025,Islas Baleares,IB,FALSE,diariodemallorca,Diario de Mallorca,FALSE,https://www.diariodemallorca.es/mallorca/selva/?utm_campaign=cerca-v1,FALSE,
Sencelles,07047,IB0050,14/07/2025,Islas Baleares,IB,FALSE,diariodemallorca,Diario de Mallorca,FALSE,https://www.diariodemallorca.es/mallorca/sencelles/?utm_campaign=cerca-v1,FALSE,
Ses Salines,07059,IB0051,14/07/2025,Islas Baleares,IB,FALSE,diariodemallorca,Diario de Mallorca,FALSE,https://www.diariodemallorca.es/mallorca/ses-salines/?utm_campaign=cerca-v1,FALSE,
Sineu,07060,IB0052,14/07/2025,Islas Baleares,IB,FALSE,diariodemallorca,Diario de Mallorca,FALSE,https://www.diariodemallorca.es/mallorca/sineu/?utm_campaign=cerca-v1,FALSE,
Sóller,07061,IB0053,14/07/2025,Islas Baleares,IB,FALSE,diariodemallorca,Diario de Mallorca,FALSE,https://www.diariodemallorca.es/mallorca/soller/?utm_campaign=cerca-v1,FALSE,
Son Servera,07062,IB0054,14/07/2025,Islas Baleares,IB,FALSE,diariodemallorca,Diario de Mallorca,FALSE,https://www.diariodemallorca.es/mallorca/son-servera/?utm_campaign=cerca-v1,FALSE,
Valldemossa,07063,IB0055,14/07/2025,Islas Baleares,IB,FALSE,diariodemallorca,Diario de Mallorca,FALSE,https://www.diariodemallorca.es/mallorca/valldemossa/?utm_campaign=cerca-v1,FALSE,
Vilafranca de Bonany,07065,IB0056,14/07/2025,Islas Baleares,IB,FALSE,diariodemallorca,Diario de Mallorca,FALSE,https://www.diariodemallorca.es/mallorca/vilafranca-de-bonany/?utm_campaign=cerca-v1,FALSE,
Abarán,30002,MUR0001,14/07/2025,Región de Murcia,MUR,FALSE,laopiniondemurcia,La Opinión de Murcia,FALSE,https://www.laopiniondemurcia.es/municipios/abaran/?utm_campaign=cerca-v1,FALSE,
Águilas,30003,MUR0002,14/07/2025,Región de Murcia,MUR,FALSE,laopiniondemurcia,La Opinión de Murcia,TRUE,https://www.laopiniondemurcia.es/municipios/aguilas/?utm_campaign=cerca-v1,FALSE,
Albudeite,30004,MUR0003,14/07/2025,Región de Murcia,MUR,FALSE,laopiniondemurcia,La Opinión de Murcia,FALSE,https://www.laopiniondemurcia.es/municipios/albudeite/?utm_campaign=cerca-v1,FALSE,
Alcantarilla,30005,MUR0004,14/07/2025,Región de Murcia,MUR,FALSE,laopiniondemurcia,La Opinión de Murcia,TRUE,https://www.laopiniondemurcia.es/municipios/alcantarilla/?utm_campaign=cerca-v1,FALSE,
Aledo,30006,MUR0005,14/07/2025,Región de Murcia,MUR,FALSE,laopiniondemurcia,La Opinión de Murcia,FALSE,https://www.laopiniondemurcia.es/municipios/aledo/?utm_campaign=cerca-v1,FALSE,
Alguazas,30007,MUR0006,14/07/2025,Región de Murcia,MUR,FALSE,laopiniondemurcia,La Opinión de Murcia,FALSE,https://www.laopiniondemurcia.es/municipios/alguazas/?utm_campaign=cerca-v1,FALSE,
Alhama de Murcia,30008,MUR0007,14/07/2025,Región de Murcia,MUR,FALSE,laopiniondemurcia,La Opinión de Murcia,FALSE,https://www.laopiniondemurcia.es/municipios/alhama-de-murcia/?utm_campaign=cerca-v1,FALSE,
Beniel,30010,MUR0008,14/07/2025,Región de Murcia,MUR,FALSE,laopiniondemurcia,La Opinión de Murcia,FALSE,https://www.laopiniondemurcia.es/municipios/beniel/?utm_campaign=cerca-v1,FALSE,
Blanca,30011,MUR0009,14/07/2025,Región de Murcia,MUR,FALSE,laopiniondemurcia,La Opinión de Murcia,FALSE,https://www.laopiniondemurcia.es/municipios/blanca/?utm_campaign=cerca-v1,FALSE,
Bullas,30012,MUR0010,14/07/2025,Región de Murcia,MUR,FALSE,laopiniondemurcia,La Opinión de Murcia,FALSE,https://www.laopiniondemurcia.es/municipios/bullas/?utm_campaign=cerca-v1,FALSE,
Calasparra,30013,MUR0011,14/07/2025,Región de Murcia,MUR,FALSE,laopiniondemurcia,La Opinión de Murcia,FALSE,https://www.laopiniondemurcia.es/municipios/calasparra/?utm_campaign=cerca-v1,FALSE,
Caravaca de la Cruz,30015,MUR0012,14/07/2025,Región de Murcia,MUR,FALSE,laopiniondemurcia,La Opinión de Murcia,TRUE,https://www.laopiniondemurcia.es/municipios/caravaca-de-la-cruz/?utm_campaign=cerca-v1,FALSE,
Cehegín,30017,MUR0014,14/07/2025,Región de Murcia,MUR,FALSE,laopiniondemurcia,La Opinión de Murcia,FALSE,https://www.laopiniondemurcia.es/municipios/cehegin/?utm_campaign=cerca-v1,FALSE,
Cieza,39021,MUR0015,14/07/2025,Región de Murcia,MUR,FALSE,laopiniondemurcia,La Opinión de Murcia,TRUE,https://www.laopiniondemurcia.es/municipios/cieza/?utm_campaign=cerca-v1,FALSE,
Las Torres de Cotillas,30038,MUR0016,14/07/2025,Región de Murcia,MUR,FALSE,laopiniondemurcia,La Opinión de Murcia,FALSE,https://www.laopiniondemurcia.es/municipios/las-torres-de-cotillas/?utm_campaign=cerca-v1,FALSE,
Librilla,30023,MUR0017,14/07/2025,Región de Murcia,MUR,FALSE,laopiniondemurcia,La Opinión de Murcia,FALSE,https://www.laopiniondemurcia.es/municipios/librilla/?utm_campaign=cerca-v1,FALSE,
Lorca,30024,MUR0018,14/07/2025,Región de Murcia,MUR,FALSE,laopiniondemurcia,La Opinión de Murcia,TRUE,https://www.laopiniondemurcia.es/municipios/lorca/?utm_campaign=cerca-v1,FALSE,
Lorquí,30025,MUR0019,14/07/2025,Región de Murcia,MUR,FALSE,laopiniondemurcia,La Opinión de Murcia,FALSE,https://www.laopiniondemurcia.es/municipios/lorqui/?utm_campaign=cerca-v1,FALSE,
Los Alcázares,30902,MUR0020,14/07/2025,Región de Murcia,MUR,FALSE,laopiniondemurcia,La Opinión de Murcia,FALSE,https://www.laopiniondemurcia.es/municipios/los-alcazares/?utm_campaign=cerca-v1,FALSE,
Mazarrón,30026,MUR0021,14/07/2025,Región de Murcia,MUR,FALSE,laopiniondemurcia,La Opinión de Murcia,FALSE,https://www.laopiniondemurcia.es/municipios/mazarron/?utm_campaign=cerca-v1,FALSE,
Media Principal,,MUR0022,14/07/2025,Región de Murcia,MUR,FALSE,laopiniondemurcia,La Opinión de Murcia,TRUE,,TRUE,https://www.laopiniondemurcia.es/municipios.html
Molina de Segura,30027,MUR0023,14/07/2025,Región de Murcia,MUR,FALSE,laopiniondemurcia,La Opinión de Murcia,TRUE,https://www.laopiniondemurcia.es/municipios/molina-de-segura/?utm_campaign=cerca-v1,FALSE,
Mula,30029,MUR0024,14/07/2025,Región de Murcia,MUR,FALSE,laopiniondemurcia,La Opinión de Murcia,FALSE,https://www.laopiniondemurcia.es/municipios/mula/?utm_campaign=cerca-v1,FALSE,
Ojós,30031,MUR0026,14/07/2025,Región de Murcia,MUR,FALSE,laopiniondemurcia,La Opinión de Murcia,FALSE,https://www.laopiniondemurcia.es/municipios/ojos/?utm_campaign=cerca-v1,FALSE,
Pliego,30032,MUR0027,14/07/2025,Región de Murcia,MUR,FALSE,laopiniondemurcia,La Opinión de Murcia,FALSE,https://www.laopiniondemurcia.es/municipios/pliego/?utm_campaign=cerca-v1,FALSE,
Ricote,30034,MUR0028,14/07/2025,Región de Murcia,MUR,FALSE,laopiniondemurcia,La Opinión de Murcia,FALSE,https://www.laopiniondemurcia.es/municipios/ricote/?utm_campaign=cerca-v1,FALSE,
San Javier,30035,MUR0029,14/07/2025,Región de Murcia,MUR,FALSE,laopiniondemurcia,La Opinión de Murcia,TRUE,https://www.laopiniondemurcia.es/municipios/san-javier/?utm_campaign=cerca-v1,FALSE,
San Pedro del Pinatar,30036,MUR0030,14/07/2025,Región de Murcia,MUR,FALSE,laopiniondemurcia,La Opinión de Murcia,FALSE,https://www.laopiniondemurcia.es/municipios/san-pedro-del-pinatar/?utm_campaign=cerca-v1,FALSE,
Torre Pacheco,30037,MUR0031,14/07/2025,Región de Murcia,MUR,FALSE,laopiniondemurcia,La Opinión de Murcia,TRUE,https://www.laopiniondemurcia.es/municipios/torre-pacheco/?utm_campaign=cerca-v1,FALSE,
Totana,30039,MUR0032,14/07/2025,Región de Murcia,MUR,FALSE,laopiniondemurcia,La Opinión de Murcia,TRUE,https://www.laopiniondemurcia.es/municipios/totana/?utm_campaign=cerca-v1,FALSE,
Yecla,30043,MUR0033,14/07/2025,Región de Murcia,MUR,FALSE,laopiniondemurcia,La Opinión de Murcia,FALSE,https://www.laopiniondemurcia.es/municipios/yecla/?utm_campaign=cerca-v1,FALSE,
Castell-Platja d'Aro,17048,CA0020,15/07/2025,Cataluña,CA,FALSE,diaridegirona,Diari de Girona,TRUE,https://www.diaridegirona.cat/baix-emporda/castell-platja-daro/?utm_campaign=cerca-v1,FALSE,
Sabiñánigo,22199,AR0035,16/07/2025,Aragón,AR,FALSE,elperiodicodearagon,El Periódico de Aragón,TRUE,https://www.elperiodicodearagon.com/aragon/sabinanigo/?utm_campaign=cerca-v1,FALSE,
Cangas de Narcea,33011,AST0011,16/07/2025,Asturias,AST,FALSE,lanuevaespana,La Nueva España,TRUE,https://www.lne.es/cangas-del-narcea/?utm_campaign=cerca-v1,FALSE,
Cuencas,34_03_33_05,AST0022,16/07/2025,Asturias,AST,TRUE,lanuevaespana,La Nueva España,TRUE,https://www.lne.es/cuencas/?utm_campaign=cerca-v1,FALSE,
Gijón Oeste,33024_002,AST0026,16/07/2025,Asturias,AST,FALSE,lanuevaespana,La Nueva España,TRUE,https://www.lne.es/gijon/gijon-oeste/?utm_campaign=cerca-v1,FALSE,
Llanera,33035,AST0038,16/07/2025,Asturias,AST,TRUE,lanuevaespana,La Nueva España,TRUE,https://www.lne.es/llanera/?utm_campaign=cerca-v1,FALSE,
Occidente,34_03_33_06,AST0047,16/07/2025,Asturias,AST,FALSE,lanuevaespana,La Nueva España,TRUE,https://www.lne.es/occidente/?utm_campaign=cerca-v1,FALSE,
Oriente,34_03_33_07,AST0049,16/07/2025,Asturias,AST,FALSE,lanuevaespana,La Nueva España,TRUE,https://www.lne.es/oriente/?utm_campaign=cerca-v1,FALSE,
Moraleja del Vino,49125,CYL0020,16/07/2025,Castilla y León,CYL,FALSE,laopiniondezamora,La Opinión de Zamora,TRUE,https://www.laopiniondezamora.es/zamora/morajela-del-vino/?utm_campaign=cerca-v1,FALSE,
Masquefa,08119,CA0117,16/07/2025,Cataluña,CA,FALSE,regio7,Regio 7,TRUE,https://www.regio7.cat/tags/masquefa/?utm_campaign=cerca-v1,FALSE,
Òdena,08143,CA0118,16/07/2025,Cataluña,CA,FALSE,regio7,Regio 7,TRUE,https://www.regio7.cat/tags/odena/?utm_campaign=cerca-v1,FALSE,
Olesa de Montserrat,08147,CA0119,16/07/2025,Cataluña,CA,FALSE,regio7,Regio 7,TRUE,https://www.regio7.cat/tags/olesa-de-montserrat/?utm_campaign=cerca-v1,FALSE,
Madrid,28079,MAD0005,16/07/2025,Comunidad de Madrid,MAD,FALSE,elperiodicodeespana,El Periódico de España,TRUE,https://www.epe.es/es/madrid/?utm_campaign=cerca-v1,FALSE,
San Vicente del Raspeig,03122,VC0211,16/07/2025,Comunidad Valenciana,VC,FALSE,informacion,Información,TRUE,https://www.informacion.es/alacanti/san-vicente-del-raspeig/?utm_campaign=cerca-v1,FALSE,
Alcudia,07003,IB0001,16/07/2025,Islas Baleares,IB,FALSE,diariodemallorca,Diario de Mallorca,TRUE,https://www.diariodemallorca.es/mallorca/alcudia/?utm_campaign=cerca-v1,FALSE,
Port de la Selva,17140,CA0121,17/07/2025,Cataluña,CA,FALSE,emporda,Empordà,TRUE,https://www.emporda.info/tags/port-de-la-selva/?utm_campaign=cerca-v1,FALSE,
Navata,17111,CA0122,18/07/2025,Cataluña,CA,FALSE,emporda,Empordà,TRUE,https://www.emporda.info/tags/navata/?utm_campaign=cerca-v1,FALSE,
Peralada,17132,CA0123,18/07/2025,Cataluña,CA,FALSE,emporda,Empordà,TRUE,https://www.emporda.info/tags/peralada/?utm_campaign=cerca-v1,FALSE,
Vilamalla,17226,CA0124,18/07/2025,Cataluña,CA,FALSE,emporda,Empordà,TRUE,https://www.emporda.info/tags/vilamalla/?utm_campaign=cerca-v1,FALSE,
Torroella de Montgrí,17199,CA0109,19/07/2025,Cataluña,CA,FALSE,diaridegirona,Diari de Girona,TRUE,https://www.diaridegirona.cat/baix-emporda/torroella-de-montgri/?utm_campaign=cerca-v1,FALSE,
Calonge,17034,CA0015,21/07/2025,Cataluña,CA,FALSE,diaridegirona,Diari de Girona,TRUE,https://www.diaridegirona.cat/tags/calonge/?utm_campaign=cerca-v1,FALSE,
Empuriabrava,17047_001,CA0027,21/07/2025,Cataluña,CA,FALSE,diaridegirona,Diari de Girona,TRUE,https://www.diaridegirona.cat/tags/empuriabrava/?utm_campaign=cerca-v1,FALSE,
L'Estartit,17199_001,CA0041,21/07/2025,Cataluña,CA,FALSE,diaridegirona,Diari de Girona,TRUE,https://www.diaridegirona.cat/tags/l-estartit/?utm_campaign=cerca-v1,FALSE,
Sant Antoni,17034,CA0087,21/07/2025,Cataluña,CA,FALSE,diaridegirona,Diari de Girona,TRUE,https://www.diaridegirona.cat/tags/sant-antoni/?utm_campaign=cerca-v1,FALSE,
Tossa de Mar,17202,CA0111,21/07/2025,Cataluña,CA,FALSE,diaridegirona,Diari de Girona,TRUE,https://www.diaridegirona.cat/selva/tossa-de-mar/?utm_campaign=cerca-v1,FALSE,
Córdoba,14021,AND0027,23/07/2025,Andalucía,AND,FALSE,diariocordoba,Diario Córdoba,TRUE,https://www.diariocordoba.com/cordoba-ciudad/?utm_campaign=cerca-v1,FALSE,
Sevilla,41091,AND0088,23/07/2025,Andalucía,AND,FALSE,elcorreodeandalucia,El Correo de Andalucía,TRUE,https://www.elcorreoweb.es/sevilla/?utm_campaign=cerca-v1,FALSE,
Teruel,44216,AR0042,23/07/2025,Aragón,AR,FALSE,elperiodicodearagon,El Periódico de Aragón,TRUE,https://www.elperiodicodearagon.com/aragon/teruel/?utm_campaign=cerca-v1,FALSE,
Zaragoza,50297,AR0047,23/07/2025,Aragón,AR,FALSE,elperiodicodearagon,El Periódico de Aragón,TRUE,https://www.elperiodicodearagon.com/zaragoza/?utm_campaign=cerca-v1,FALSE,
Grado,33026,AST0028,23/07/2025,Asturias,AST,TRUE,lanuevaespana,La Nueva España,TRUE,https://www.lne.es/grado/?utm_campaign=cerca-v1,FALSE,
Laviana,33032,AST0035,23/07/2025,Asturias,AST,FALSE,lanuevaespana,La Nueva España,TRUE,https://www.lne.es/laviana/?utm_campaign=cerca-v1,FALSE,
Oviedo,33044,AST0050,23/07/2025,Asturias,AST,FALSE,lanuevaespana,La Nueva España,TRUE,https://www.lne.es/oviedo/?utm_campaign=cerca-v1,FALSE,
Salas,33059,AST0063,23/07/2025,Asturias,AST,TRUE,lanuevaespana,La Nueva España,TRUE,https://www.lne.es/salas/?utm_campaign=cerca-v1,FALSE,
Las Palmas de Gran Canaria,35016,CAN0041,23/07/2025,Canarias,CAN,FALSE,laprovincia,La Provincia,TRUE,https://www.laprovincia.es/las-palmas/?utm_campaign=cerca-v1,FALSE,
San Cristóbal de la Laguna,38023,CAN0055,23/07/2025,Canarias,CAN,FALSE,eldia,El Día,TRUE,https://www.eldia.es/la-laguna/?utm_campaign=cerca-v1,FALSE,
Santa Cruz de Tenerife,38038,CAN0061,23/07/2025,Canarias,CAN,FALSE,eldia,El Día,TRUE,https://www.eldia.es/santa-cruz-de-tenerife/?utm_campaign=cerca-v1,FALSE,
Telde,35026,CAN0071,23/07/2025,Canarias,CAN,FALSE,laprovincia,La Provincia,TRUE,https://www.laprovincia.es/telde/?utm_campaign=cerca-v1,FALSE,
Badalona,08015,CA0004,23/07/2025,Cataluña,CA,TRUE,elperiodicodecatalunya,El Periódico,TRUE,https://www.elperiodico.com/es/barcelona/badalona/?utm_campaign=cerca-v1,FALSE,
Castelldefels,08056,CA0022,23/07/2025,Cataluña,CA,FALSE,elperiodicodecatalunya,El Periódico,TRUE,https://www.elperiodico.com/es/barcelona/castelldefels/?utm_campaign=cerca-v1,FALSE,
Cornellà,08073,CA0025,23/07/2025,Cataluña,CA,TRUE,elperiodicodecatalunya,El Periódico,TRUE,https://www.elperiodico.com/es/barcelona/cornella/?utm_campaign=cerca-v1,FALSE,
Esplugues,08077,CA0029,23/07/2025,Cataluña,CA,TRUE,elperiodicodecatalunya,El Periódico,TRUE,https://www.elperiodico.com/es/barcelona/esplugues/?utm_campaign=cerca-v1,FALSE,
Figueres,17066,CA0031,23/07/2025,Cataluña,CA,FALSE,emporda,Empordà,TRUE,https://www.emporda.info/figueres/?utm_campaign=cerca-v1,FALSE,
Gavà,08089,CA0033,23/07/2025,Cataluña,CA,TRUE,elperiodicodecatalunya,El Periódico,TRUE,https://www.elperiodico.com/es/barcelona/gava/?utm_campaign=cerca-v1,FALSE,
Granollers,08096,CA0036,23/07/2025,Cataluña,CA,TRUE,elperiodicodecatalunya,El Periódico,TRUE,https://www.elperiodico.com/es/barcelona/granollers/?utm_campaign=cerca-v1,FALSE,
L'Hospitalet,08101,CA0042,23/07/2025,Cataluña,CA,TRUE,elperiodicodecatalunya,El Periódico,TRUE,https://www.elperiodico.com/es/barcelona/hospitalet/?utm_campaign=cerca-v1,FALSE,
Manresa,08113,CA0053,23/07/2025,Cataluña,CA,FALSE,regio7,Regio 7,TRUE,https://www.regio7.cat/manresa/?utm_campaign=cerca-v1,FALSE,
Martorell,08114,CA0054,23/07/2025,Cataluña,CA,FALSE,elperiodicodecatalunya,El Periódico,TRUE,https://www.elperiodico.com/es/barcelona/martorell/?utm_campaign=cerca-v1,FALSE,
Mataró,08121,CA0056,23/07/2025,Cataluña,CA,TRUE,elperiodicodecatalunya,El Periódico,TRUE,https://www.elperiodico.com/es/barcelona/mataro/?utm_campaign=cerca-v1,FALSE,
Mollet del Vallès,08124,CA0062,23/07/2025,Cataluña,CA,TRUE,elperiodicodecatalunya,El Periódico,TRUE,https://www.elperiodico.com/es/barcelona/mollet-del-valles/?utm_campaign=cerca-v1,FALSE,
Parets,08159,CA0070,23/07/2025,Cataluña,CA,TRUE,elperiodicodecatalunya,El Periódico,TRUE,https://www.elperiodico.com/es/barcelona/parets/?utm_campaign=cerca-v1,FALSE,
Rubí,08184,CA0082,23/07/2025,Cataluña,CA,TRUE,elperiodicodecatalunya,El Periódico,TRUE,https://www.elperiodico.com/es/barcelona/rubi/?utm_campaign=cerca-v1,FALSE,
Sabadell,08187,CA0083,23/07/2025,Cataluña,CA,TRUE,elperiodicodecatalunya,El Periódico,TRUE,https://www.elperiodico.com/es/barcelona/sabadell/?utm_campaign=cerca-v1,FALSE,
Sant Boi,08200,CA0086,23/07/2025,Cataluña,CA,TRUE,elperiodicodecatalunya,El Periódico,TRUE,https://www.elperiodico.com/es/barcelona/sant-boi/?utm_campaign=cerca-v1,FALSE,
Sant Cugat,08205,CA0088,23/07/2025,Cataluña,CA,TRUE,elperiodicodecatalunya,El Periódico,TRUE,https://www.elperiodico.com/es/barcelona/sant-cugat/?utm_campaign=cerca-v1,FALSE,
Santa Coloma,26134,CA0099,23/07/2025,Cataluña,CA,TRUE,elperiodicodecatalunya,El Periódico,TRUE,https://www.elperiodico.com/es/barcelona/santa-coloma/?utm_campaign=cerca-v1,FALSE,
Terrassa,08279,CA0107,23/07/2025,Cataluña,CA,TRUE,elperiodicodecatalunya,El Periódico,TRUE,https://www.elperiodico.com/es/barcelona/terrasa/?utm_campaign=cerca-v1,FALSE,
Viladecans,08301,CA0113,23/07/2025,Cataluña,CA,TRUE,elperiodicodecatalunya,El Periódico,TRUE,https://www.elperiodico.com/es/barcelona/viladecans/?utm_campaign=cerca-v1,FALSE,
Alicante/Alacant,03014,VC0004,23/07/2025,Comunidad Valenciana,VC,FALSE,informacion,Información,TRUE,https://www.informacion.es/alicante/?utm_campaign=cerca-v1,FALSE,
Alcoy/Alcoi,03009,VC0013,23/07/2025,Comunidad Valenciana,VC,FALSE,informacion,Información,TRUE,https://www.informacion.es/alcoy/?utm_campaign=cerca-v1,FALSE,
Benidorm,03031,VC0049,23/07/2025,Comunidad Valenciana,VC,FALSE,informacion,Información,TRUE,https://www.informacion.es/benidorm/?utm_campaign=cerca-v1,FALSE,
Elche/Elx,03065,VC0098,23/07/2025,Comunidad Valenciana,VC,FALSE,informacion,Información,TRUE,https://www.informacion.es/elche/?utm_campaign=cerca-v1,FALSE,
Elda,03066,VC0099,23/07/2025,Comunidad Valenciana,VC,FALSE,informacion,Información,TRUE,https://www.informacion.es/elda/?utm_campaign=cerca-v1,FALSE,
Vila-Real,12135,VC0245,23/07/2025,Comunidad Valenciana,VC,FALSE,elperiodicomediterraneo,El Periódico del Mediterráneo,TRUE,https://www.elperiodicomediterraneo.com/vilareal/?utm_campaign=cerca-v1,FALSE,
Almendralejo,06011,EX0002,23/07/2025,Extremadura,EX,TRUE,lacronicabadajoz,La Crónica de Badajoz,TRUE,https://www.lacronicabadajoz.com/almendralejo/?utm_campaign=cerca-v1,FALSE,
Cáceres,10037,EX0007,23/07/2025,Extremadura,EX,FALSE,elperiodicoextremadura,El Periódico de Extremadura,TRUE,https://www.elperiodicoextremadura.com/caceres/?utm_campaign=cerca-v1,FALSE,
Plasencia,10148,EX0036,23/07/2025,Extremadura,EX,FALSE,elperiodicoextremadura,El Periódico de Extremadura,TRUE,https://www.elperiodicoextremadura.com/plasencia/?utm_campaign=cerca-v1,FALSE,
A Coruña,15030,GAL0002,23/07/2025,Galicia,GAL,FALSE,laopinioncoruna,La Opinión A Coruña,TRUE,https://www.laopinioncoruna.es/coruna/?utm_campaign=cerca-v1,FALSE,
A Laracha,15041,GAL0008,23/07/2025,Galicia,GAL,FALSE,laopinioncoruna,La Opinión A Coruña,TRUE,https://www.laopinioncoruna.es/gran-coruna/a-laracha/?utm_campaign=cerca-v1,FALSE,
Abegondo,15001,GAL0010,23/07/2025,Galicia,GAL,FALSE,laopinioncoruna,La Opinión A Coruña,TRUE,https://www.laopinioncoruna.es/gran-coruna/abegondo/?utm_campaign=cerca-v1,FALSE,
Aranga,15003,GAL0014,23/07/2025,Galicia,GAL,FALSE,laopinioncoruna,La Opinión A Coruña,FALSE,https://www.laopinioncoruna.es/gran-coruna/aranga/?utm_campaign=cerca-v1,FALSE,
Arteixo,15005,GAL0016,23/07/2025,Galicia,GAL,FALSE,laopinioncoruna,La Opinión A Coruña,TRUE,https://www.laopinioncoruna.es/gran-coruna/arteixo/?utm_campaign=cerca-v1,FALSE,
Bergondo,15008,GAL0021,23/07/2025,Galicia,GAL,FALSE,laopinioncoruna,La Opinión A Coruña,TRUE,https://www.laopinioncoruna.es/gran-coruna/bergondo/?utm_campaign=cerca-v1,FALSE,
Betanzos,15009,GAL0022,23/07/2025,Galicia,GAL,FALSE,laopinioncoruna,La Opinión A Coruña,TRUE,https://www.laopinioncoruna.es/gran-coruna/betanzos/?utm_campaign=cerca-v1,FALSE,
Cambre,15017,GAL0030,23/07/2025,Galicia,GAL,FALSE,laopinioncoruna,La Opinión A Coruña,TRUE,https://www.laopinioncoruna.es/gran-coruna/cambre/?utm_campaign=cerca-v1,FALSE,
Carral,15021,GAL0035,23/07/2025,Galicia,GAL,FALSE,laopinioncoruna,La Opinión A Coruña,FALSE,https://www.laopinioncoruna.es/gran-coruna/carral/?utm_campaign=cerca-v1,FALSE,
Cerceda,15024,GAL0038,23/07/2025,Galicia,GAL,FALSE,laopinioncoruna,La Opinión A Coruña,TRUE,https://www.laopinioncoruna.es/gran-coruna/cerceda/?utm_campaign=cerca-v1,FALSE,
Coirós,15027,GAL0039,23/07/2025,Galicia,GAL,FALSE,laopinioncoruna,La Opinión A Coruña,FALSE,https://www.laopinioncoruna.es/gran-coruna/coiros/?utm_campaign=cerca-v1,FALSE,
Culleredo,15031,GAL0052,23/07/2025,Galicia,GAL,FALSE,laopinioncoruna,La Opinión A Coruña,TRUE,https://www.laopinioncoruna.es/gran-coruna/culleredo/?utm_campaign=cerca-v1,FALSE,
Curtis,15032,GAL0054,23/07/2025,Galicia,GAL,FALSE,laopinioncoruna,La Opinión A Coruña,TRUE,https://www.laopinioncoruna.es/gran-coruna/curtis/?utm_campaign=cerca-v1,FALSE,
Irixoa,15039,GAL0061,23/07/2025,Galicia,GAL,FALSE,laopinioncoruna,La Opinión A Coruña,FALSE,https://www.laopinioncoruna.es/gran-coruna/irixoa/?utm_campaign=cerca-v1,FALSE,
Miño,15048,GAL0074,23/07/2025,Galicia,GAL,FALSE,laopinioncoruna,La Opinión A Coruña,FALSE,https://www.laopinioncoruna.es/gran-coruna/mino/?utm_campaign=cerca-v1,FALSE,
Oleiros,15058,GAL0091,23/07/2025,Galicia,GAL,FALSE,laopinioncoruna,La Opinión A Coruña,TRUE,https://www.laopinioncoruna.es/gran-coruna/oleiros/?utm_campaign=cerca-v1,FALSE,
Oza-Cesuras,15902,GAL0096,23/07/2025,Galicia,GAL,FALSE,laopinioncoruna,La Opinión A Coruña,FALSE,https://www.laopinioncoruna.es/gran-coruna/oza-cesuras/?utm_campaign=cerca-v1,FALSE,
Paderne,15064,GAL0097,23/07/2025,Galicia,GAL,FALSE,laopinioncoruna,La Opinión A Coruña,FALSE,https://www.laopinioncoruna.es/gran-coruna/paderne/?utm_campaign=cerca-v1,FALSE,
Sada,31212,GAL0114,23/07/2025,Galicia,GAL,FALSE,laopinioncoruna,La Opinión A Coruña,TRUE,https://www.laopinioncoruna.es/gran-coruna/sada/?utm_campaign=cerca-v1,FALSE,
Vigo,36057,GAL0131,23/07/2025,Galicia,GAL,FALSE,farodevigo,Faro de Vigo,TRUE,https://www.farodevigo.es/gran-vigo/?utm_campaign=cerca-v1,FALSE,
Vilasantar,15090,GAL0136,23/07/2025,Galicia,GAL,FALSE,laopinioncoruna,La Opinión A Coruña,FALSE,https://www.laopinioncoruna.es/gran-coruna/vilasantar/?utm_campaign=cerca-v1,FALSE,
Palma de Mallorca,07040,IB0035,23/07/2025,Islas Baleares,IB,FALSE,diariodemallorca,Diario de Mallorca,TRUE,https://www.diariodemallorca.es/palma/?utm_campaign=cerca-v1,FALSE,
Cartagena,30016,MUR0013,23/07/2025,Región de Murcia,MUR,FALSE,laopiniondemurcia,La Opinión de Murcia,TRUE,https://www.laopiniondemurcia.es/cartagena/?utm_campaign=cerca-v1,FALSE,
Murcia,30030,MUR0025,23/07/2025,Región de Murcia,MUR,FALSE,laopiniondemurcia,La Opinión de Murcia,TRUE,https://www.laopiniondemurcia.es/murcia/?utm_campaign=cerca-v1,FALSE,
Sant Joan des Cardassar,07051,IB0042,5/08/2025,Islas Baleares,IB,FALSE,diariodemallorca,Diario de Mallorca,FALSE,https://www.diariodemallorca.es/mallorca/sant-joan/?utm_campaign=cerca-v1,FALSE,
